method,sample_percent,fold,seed,sampled_ids,score,benchmark
entropy,0.4722222222222222,0,42,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(19), np.int64(6), np.int64(18)]",answer_length,aime24
entropy,0.4722222222222222,1,43,"[np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(12), np.int64(16), np.int64(0), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(7), np.int64(14)]",accuracy,aime24
entropy,0.4722222222222222,1,43,"[np.int64(24), np.int64(9), np.int64(0), np.int64(12), np.int64(26), np.int64(11), np.int64(8), np.int64(19), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6)]",answer_length,aime24
entropy,0.4722222222222222,2,44,"[np.int64(12), np.int64(8), np.int64(11), np.int64(15), np.int64(16), np.int64(26), np.int64(0), np.int64(6), np.int64(18), np.int64(22), np.int64(24), np.int64(27), np.int64(14), np.int64(19)]",accuracy,aime24
entropy,0.4722222222222222,2,44,"[np.int64(9), np.int64(0), np.int64(12), np.int64(24), np.int64(26), np.int64(11), np.int64(7), np.int64(8), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(23)]",answer_length,aime24
entropy,0.4722222222222222,3,45,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(0), np.int64(7), np.int64(14)]",accuracy,aime24
entropy,0.4722222222222222,3,45,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(19), np.int64(15), np.int64(17), np.int64(27), np.int64(18), np.int64(14)]",answer_length,aime24
entropy,0.5777777777777778,0,42,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(0), np.int64(18), np.int64(19), np.int64(22), np.int64(24), np.int64(27), np.int64(6), np.int64(7), np.int64(14), np.int64(25), np.int64(4)]",accuracy,aime24
entropy,0.5777777777777778,0,42,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(19), np.int64(6), np.int64(18), np.int64(5), np.int64(27), np.int64(23)]",answer_length,aime24
entropy,0.5777777777777778,1,43,"[np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(12), np.int64(16), np.int64(0), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(7), np.int64(14), np.int64(24), np.int64(25), np.int64(4)]",accuracy,aime24
entropy,0.5777777777777778,1,43,"[np.int64(24), np.int64(9), np.int64(0), np.int64(12), np.int64(26), np.int64(11), np.int64(8), np.int64(19), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(27), np.int64(18), np.int64(4)]",answer_length,aime24
entropy,0.5777777777777778,2,44,"[np.int64(12), np.int64(8), np.int64(11), np.int64(15), np.int64(16), np.int64(26), np.int64(0), np.int64(6), np.int64(18), np.int64(22), np.int64(24), np.int64(27), np.int64(14), np.int64(19), np.int64(25), np.int64(4), np.int64(5)]",accuracy,aime24
entropy,0.5777777777777778,2,44,"[np.int64(9), np.int64(0), np.int64(12), np.int64(24), np.int64(26), np.int64(11), np.int64(7), np.int64(8), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(23), np.int64(27), np.int64(19), np.int64(18)]",answer_length,aime24
entropy,0.5777777777777778,3,45,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(0), np.int64(7), np.int64(14), np.int64(24), np.int64(25), np.int64(4)]",accuracy,aime24
entropy,0.5777777777777778,3,45,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(19), np.int64(15), np.int64(17), np.int64(27), np.int64(18), np.int64(14), np.int64(6), np.int64(5), np.int64(4)]",answer_length,aime24
entropy,0.6833333333333333,0,42,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(0), np.int64(18), np.int64(19), np.int64(22), np.int64(24), np.int64(27), np.int64(6), np.int64(7), np.int64(14), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20)]",accuracy,aime24
entropy,0.6833333333333333,0,42,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(19), np.int64(6), np.int64(18), np.int64(5), np.int64(27), np.int64(23), np.int64(20), np.int64(16), np.int64(10)]",answer_length,aime24
entropy,0.6833333333333333,1,43,"[np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(12), np.int64(16), np.int64(0), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(7), np.int64(14), np.int64(24), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20)]",accuracy,aime24
entropy,0.6833333333333333,1,43,"[np.int64(24), np.int64(9), np.int64(0), np.int64(12), np.int64(26), np.int64(11), np.int64(8), np.int64(19), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(27), np.int64(18), np.int64(4), np.int64(23), np.int64(3), np.int64(20)]",answer_length,aime24
entropy,0.6833333333333333,2,44,"[np.int64(12), np.int64(8), np.int64(11), np.int64(15), np.int64(16), np.int64(26), np.int64(0), np.int64(6), np.int64(18), np.int64(22), np.int64(24), np.int64(27), np.int64(14), np.int64(19), np.int64(25), np.int64(4), np.int64(5), np.int64(20), np.int64(23), np.int64(7)]",accuracy,aime24
entropy,0.6833333333333333,2,44,"[np.int64(9), np.int64(0), np.int64(12), np.int64(24), np.int64(26), np.int64(11), np.int64(7), np.int64(8), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(23), np.int64(27), np.int64(19), np.int64(18), np.int64(4), np.int64(16), np.int64(20)]",answer_length,aime24
entropy,0.6833333333333333,3,45,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(0), np.int64(7), np.int64(14), np.int64(24), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20)]",accuracy,aime24
entropy,0.6833333333333333,3,45,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(19), np.int64(15), np.int64(17), np.int64(27), np.int64(18), np.int64(14), np.int64(6), np.int64(5), np.int64(4), np.int64(20), np.int64(16), np.int64(23)]",answer_length,aime24
entropy,0.788888888888889,0,42,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(0), np.int64(18), np.int64(19), np.int64(22), np.int64(24), np.int64(27), np.int64(6), np.int64(7), np.int64(14), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20), np.int64(23), np.int64(9), np.int64(1)]",accuracy,aime24
entropy,0.788888888888889,0,42,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(19), np.int64(6), np.int64(18), np.int64(5), np.int64(27), np.int64(23), np.int64(20), np.int64(16), np.int64(10), np.int64(4), np.int64(22), np.int64(3)]",answer_length,aime24
entropy,0.788888888888889,1,43,"[np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(12), np.int64(16), np.int64(0), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(7), np.int64(14), np.int64(24), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20), np.int64(23), np.int64(9), np.int64(1)]",accuracy,aime24
entropy,0.788888888888889,1,43,"[np.int64(24), np.int64(9), np.int64(0), np.int64(12), np.int64(26), np.int64(11), np.int64(8), np.int64(19), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(27), np.int64(18), np.int64(4), np.int64(23), np.int64(3), np.int64(20), np.int64(16), np.int64(10), np.int64(1)]",answer_length,aime24
entropy,0.788888888888889,2,44,"[np.int64(12), np.int64(8), np.int64(11), np.int64(15), np.int64(16), np.int64(26), np.int64(0), np.int64(6), np.int64(18), np.int64(22), np.int64(24), np.int64(27), np.int64(14), np.int64(19), np.int64(25), np.int64(4), np.int64(5), np.int64(20), np.int64(23), np.int64(7), np.int64(9), np.int64(1), np.int64(2)]",accuracy,aime24
entropy,0.788888888888889,2,44,"[np.int64(9), np.int64(0), np.int64(12), np.int64(24), np.int64(26), np.int64(11), np.int64(7), np.int64(8), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(23), np.int64(27), np.int64(19), np.int64(18), np.int64(4), np.int64(16), np.int64(20), np.int64(10), np.int64(3), np.int64(29)]",answer_length,aime24
entropy,0.788888888888889,3,45,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(0), np.int64(7), np.int64(14), np.int64(24), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20), np.int64(23), np.int64(1), np.int64(2)]",accuracy,aime24
entropy,0.788888888888889,3,45,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(19), np.int64(15), np.int64(17), np.int64(27), np.int64(18), np.int64(14), np.int64(6), np.int64(5), np.int64(4), np.int64(20), np.int64(16), np.int64(23), np.int64(10), np.int64(3), np.int64(1)]",answer_length,aime24
entropy,0.8944444444444445,0,42,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(0), np.int64(18), np.int64(19), np.int64(22), np.int64(24), np.int64(27), np.int64(6), np.int64(7), np.int64(14), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20), np.int64(23), np.int64(9), np.int64(1), np.int64(2), np.int64(3), np.int64(10)]",accuracy,aime24
entropy,0.8944444444444445,0,42,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(19), np.int64(6), np.int64(18), np.int64(5), np.int64(27), np.int64(23), np.int64(20), np.int64(16), np.int64(10), np.int64(4), np.int64(22), np.int64(3), np.int64(1), np.int64(21), np.int64(29)]",answer_length,aime24
entropy,0.8944444444444445,1,43,"[np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(12), np.int64(16), np.int64(0), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(7), np.int64(14), np.int64(24), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20), np.int64(23), np.int64(9), np.int64(1), np.int64(2), np.int64(3), np.int64(10)]",accuracy,aime24
entropy,0.8944444444444445,1,43,"[np.int64(24), np.int64(9), np.int64(0), np.int64(12), np.int64(26), np.int64(11), np.int64(8), np.int64(19), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(27), np.int64(18), np.int64(4), np.int64(23), np.int64(3), np.int64(20), np.int64(16), np.int64(10), np.int64(1), np.int64(22), np.int64(2), np.int64(21)]",answer_length,aime24
entropy,0.8944444444444445,2,44,"[np.int64(12), np.int64(8), np.int64(11), np.int64(15), np.int64(16), np.int64(26), np.int64(0), np.int64(6), np.int64(18), np.int64(22), np.int64(24), np.int64(27), np.int64(14), np.int64(19), np.int64(25), np.int64(4), np.int64(5), np.int64(20), np.int64(23), np.int64(7), np.int64(9), np.int64(1), np.int64(2), np.int64(3), np.int64(10), np.int64(13)]",accuracy,aime24
entropy,0.8944444444444445,2,44,"[np.int64(9), np.int64(0), np.int64(12), np.int64(24), np.int64(26), np.int64(11), np.int64(7), np.int64(8), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(23), np.int64(27), np.int64(19), np.int64(18), np.int64(4), np.int64(16), np.int64(20), np.int64(10), np.int64(3), np.int64(29), np.int64(22), np.int64(2), np.int64(1)]",answer_length,aime24
entropy,0.8944444444444445,3,45,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(0), np.int64(7), np.int64(14), np.int64(24), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20), np.int64(23), np.int64(1), np.int64(2), np.int64(3), np.int64(9), np.int64(10)]",accuracy,aime24
entropy,0.8944444444444445,3,45,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(19), np.int64(15), np.int64(17), np.int64(27), np.int64(18), np.int64(14), np.int64(6), np.int64(5), np.int64(4), np.int64(20), np.int64(16), np.int64(23), np.int64(10), np.int64(3), np.int64(1), np.int64(22), np.int64(21), np.int64(29)]",answer_length,aime24
entropy,1.0,0,42,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(0), np.int64(18), np.int64(19), np.int64(22), np.int64(24), np.int64(27), np.int64(6), np.int64(7), np.int64(14), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20), np.int64(23), np.int64(9), np.int64(1), np.int64(2), np.int64(3), np.int64(10), np.int64(13), np.int64(21), np.int64(28), np.int64(29)]",accuracy,aime24
entropy,1.0,0,42,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(19), np.int64(6), np.int64(18), np.int64(5), np.int64(27), np.int64(23), np.int64(20), np.int64(16), np.int64(10), np.int64(4), np.int64(22), np.int64(3), np.int64(1), np.int64(21), np.int64(29), np.int64(2), np.int64(28), np.int64(13), np.int64(25)]",answer_length,aime24
entropy,1.0,1,43,"[np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(12), np.int64(16), np.int64(0), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(7), np.int64(14), np.int64(24), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20), np.int64(23), np.int64(9), np.int64(1), np.int64(2), np.int64(3), np.int64(10), np.int64(13), np.int64(21), np.int64(28), np.int64(29)]",accuracy,aime24
entropy,1.0,1,43,"[np.int64(24), np.int64(9), np.int64(0), np.int64(12), np.int64(26), np.int64(11), np.int64(8), np.int64(19), np.int64(7), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(27), np.int64(18), np.int64(4), np.int64(23), np.int64(3), np.int64(20), np.int64(16), np.int64(10), np.int64(1), np.int64(22), np.int64(2), np.int64(21), np.int64(29), np.int64(28), np.int64(13), np.int64(25)]",answer_length,aime24
entropy,1.0,2,44,"[np.int64(12), np.int64(8), np.int64(11), np.int64(15), np.int64(16), np.int64(26), np.int64(0), np.int64(6), np.int64(18), np.int64(22), np.int64(24), np.int64(27), np.int64(14), np.int64(19), np.int64(25), np.int64(4), np.int64(5), np.int64(20), np.int64(23), np.int64(7), np.int64(9), np.int64(1), np.int64(2), np.int64(3), np.int64(10), np.int64(13), np.int64(17), np.int64(21), np.int64(28), np.int64(29)]",accuracy,aime24
entropy,1.0,2,44,"[np.int64(9), np.int64(0), np.int64(12), np.int64(24), np.int64(26), np.int64(11), np.int64(7), np.int64(8), np.int64(15), np.int64(17), np.int64(14), np.int64(5), np.int64(6), np.int64(23), np.int64(27), np.int64(19), np.int64(18), np.int64(4), np.int64(16), np.int64(20), np.int64(10), np.int64(3), np.int64(29), np.int64(22), np.int64(2), np.int64(1), np.int64(21), np.int64(28), np.int64(25), np.int64(13)]",answer_length,aime24
entropy,1.0,3,45,"[np.int64(12), np.int64(15), np.int64(26), np.int64(8), np.int64(11), np.int64(16), np.int64(6), np.int64(18), np.int64(19), np.int64(22), np.int64(27), np.int64(0), np.int64(7), np.int64(14), np.int64(24), np.int64(25), np.int64(4), np.int64(5), np.int64(17), np.int64(20), np.int64(23), np.int64(1), np.int64(2), np.int64(3), np.int64(9), np.int64(10), np.int64(13), np.int64(21), np.int64(28), np.int64(29)]",accuracy,aime24
entropy,1.0,3,45,"[np.int64(9), np.int64(0), np.int64(24), np.int64(12), np.int64(11), np.int64(8), np.int64(26), np.int64(7), np.int64(19), np.int64(15), np.int64(17), np.int64(27), np.int64(18), np.int64(14), np.int64(6), np.int64(5), np.int64(4), np.int64(20), np.int64(16), np.int64(23), np.int64(10), np.int64(3), np.int64(1), np.int64(22), np.int64(21), np.int64(29), np.int64(2), np.int64(28), np.int64(25), np.int64(13)]",answer_length,aime24
